,Loss,Accuracy
0,0.30209898948669434,0.9407
1,0.16608808934688568,0.9644
2,0.07979613542556763,0.9697
3,0.06525216996669769,0.9729
4,0.0671972930431366,0.972
5,0.0482972152531147,0.9739
6,0.009687701240181923,0.9734
7,0.02470654435455799,0.9745
8,0.029898371547460556,0.9748
9,0.033606912940740585,0.9738
10,0.011994161643087864,0.9756
11,0.015985973179340363,0.9754
12,0.012451078742742538,0.9753
13,0.013782397843897343,0.9753
14,0.013961163349449635,0.9746
15,0.00778573751449585,0.9753
16,0.009376773610711098,0.9755
17,0.011367671191692352,0.9754
18,0.016912925988435745,0.9753
19,0.0057083540596067905,0.9753
20,0.010096472688019276,0.9754
21,0.008714751340448856,0.9754
22,0.008777034468948841,0.9756
23,0.022691205143928528,0.9754
24,0.01104408036917448,0.9752
25,0.07582619786262512,0.9753
26,0.019472818821668625,0.9754
27,0.009663010016083717,0.9754
28,0.0030121111776679754,0.9753
29,0.009456082247197628,0.9752
30,0.010257811285555363,0.9752
31,0.006223647389560938,0.9754
32,0.027901599183678627,0.9752
33,0.005188998766243458,0.9753
34,0.007705009542405605,0.9753
35,0.015012084506452084,0.9752
36,0.00662356847897172,0.9753
37,0.007542721461504698,0.9752
38,0.008251991122961044,0.9752
39,0.008259018883109093,0.9753
40,0.005936849862337112,0.9753
41,0.010071773082017899,0.9753
42,0.006058492232114077,0.9753
43,0.008772707544267178,0.9753
44,0.006495529320091009,0.9753
45,0.009138121269643307,0.9753
46,0.007324879989027977,0.9753
47,0.004584908485412598,0.9753
48,0.012449040077626705,0.9753
49,0.010864250361919403,0.9753
50,0.006150584202259779,0.9753
51,0.00616461830213666,0.9753
52,0.014999259263277054,0.9753
53,0.012325811199843884,0.9753
54,0.0076345037668943405,0.9753
55,0.005728849209845066,0.9753
56,0.007561703212559223,0.9753
57,0.006054850295186043,0.9753
58,0.018080566078424454,0.9753
59,0.01039049495011568,0.9753
60,0.00839457381516695,0.9753
61,0.009753294289112091,0.9753
62,0.004328309092670679,0.9753
63,0.0029114217031747103,0.9753
64,0.004618089646100998,0.9753
65,0.00597016466781497,0.9753
66,0.010105176828801632,0.9753
67,0.007867475971579552,0.9753
68,0.003998869564384222,0.9753
69,0.01802520826458931,0.9753
70,0.012832257896661758,0.9753
71,0.005122366361320019,0.9753
72,0.004793873056769371,0.9753
73,0.011871833354234695,0.9753
74,0.007864984683692455,0.9753
75,0.008587936870753765,0.9753
76,0.005918513517826796,0.9753
77,0.008930101059377193,0.9753
78,0.017993489280343056,0.9753
79,0.006867565680295229,0.9753
80,0.010927442461252213,0.9753
81,0.006984584964811802,0.9753
82,0.0072514815255999565,0.9753
83,0.011909279972314835,0.9753
84,0.008337524719536304,0.9753
85,0.007960699498653412,0.9753
86,0.006135193165391684,0.9753
87,0.007183966692537069,0.9753
88,0.006001168861985207,0.9753
89,0.07254359126091003,0.9753
90,0.007037912495434284,0.9754
91,0.007391153369098902,0.9754
92,0.006872060243040323,0.9754
93,0.005584630183875561,0.9754
94,0.01364180538803339,0.9754
95,0.008808352053165436,0.9754
96,0.00428445590659976,0.9754
97,0.013021502643823624,0.9754
98,0.003223670180886984,0.9754
99,0.004935027100145817,0.9754
100,0.004574680235236883,0.9754
101,0.0029029769357293844,0.9754
102,0.006051790900528431,0.9754
103,0.008910141885280609,0.9754
104,0.0074008977971971035,0.9754
105,0.01153527107089758,0.9754
106,0.011039392091333866,0.9754
107,0.007671145722270012,0.9754
108,0.004613103810697794,0.9754
109,0.00488030631095171,0.9754
110,0.008322829380631447,0.9754
111,0.01693917065858841,0.9754
112,0.010837150737643242,0.9754
113,0.004849023651331663,0.9754
114,0.0052268896251916885,0.9754
115,0.009051857516169548,0.9754
116,0.007795664016157389,0.9754
117,0.00751233147457242,0.9753
118,0.0052753328345716,0.9753
119,0.015329651534557343,0.9753
120,0.014184310100972652,0.9753
121,0.011650267988443375,0.9753
122,0.02085604891180992,0.9753
123,0.006568193901330233,0.9753
124,0.007674210239201784,0.9753
125,0.012286566197872162,0.9753
126,0.003685345873236656,0.9753
127,0.0070034898817539215,0.9753
128,0.0057200174778699875,0.9753
129,0.0076754228211939335,0.9753
130,0.007971328683197498,0.9753
131,0.007109083700925112,0.9753
132,0.0057232566177845,0.9753
133,0.008445044048130512,0.9753
134,0.010558429174125195,0.9753
135,0.009083584882318974,0.9753
136,0.010658071376383305,0.9753
137,0.005215921904891729,0.9753
138,0.014032444916665554,0.9753
139,0.012173187918961048,0.9753
